Location_Code,latitude (degrees_north),longitude (degrees_east),depth (m),SampleID,time (UTC),Temp (degree_C),Air_Temp (degree_C),Salinity,Chl_Volume_Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg_Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg_Phaeo (mg/m3),Phosphate (uM),Silicate (uM),Nitrite (uM),Nitrite_Nitrate (uM),Ammonium (uM),Nitrate (uM),DA_Volume_Filtered (mL),pDA (ng/mL),tDA (ng/mL),dDA (ng/mL),Volume_Settled_for_Counting (mL),Akashiwo_sanguinea (cells/L),Alexandrium_spp (cells/L),Dinophysis_spp (cells/L),Lingulodinium_polyedra (cells/L),Prorocentrum_spp (cells/L),Pseudo_nitzschia_delicatissima_group (cells/L),Pseudo_nitzschia_seriata_group (cells/L),Ceratium_spp (cells/L),Cochlodinium_spp (cells/L),Gymnodinium_spp (cells/L),Other_Diatoms (cells/L),Other_Dinoflagellates (cells/L),Total_Phytoplankton (cells/L)
SIO,32.867,-117.257,NaN,20140317,2014-03-17T17:50:00Z,17.7,NaN,NaN,100.0,1.33,1.42,1.37,0.54,0.52,0.53,0.18,3.2,0.0,NaN,0.38,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140324,2014-03-24T19:50:00Z,17.9,NaN,NaN,100.0,1.62,1.55,1.59,0.77,0.82,0.79,0.19,3.7,0.0,NaN,0.64,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140401,2014-04-01T17:09:00Z,16.8,NaN,NaN,100.0,2.2,2.07,2.14,0.67,0.98,0.83,0.19,4.8,0.0,NaN,0.52,0.2,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140407,2014-04-07T18:55:00Z,17.8,NaN,NaN,100.0,5.0,5.38,5.19,0.91,0.57,0.74,0.18,5.6,0.0,NaN,0.37,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140414,2014-04-14T19:15:00Z,15.1,NaN,NaN,100.0,3.93,4.36,4.14,0.97,0.78,0.88,0.15,2.1,0.0,NaN,0.58,0.36,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140421,2014-04-21T19:05:00Z,16.8,NaN,NaN,100.0,NaN,NaN,NaN,NaN,NaN,NaN,0.24,2.1,0.0,NaN,1.0,0.98,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140428,2014-04-28T19:09:00Z,17.9,NaN,NaN,100.0,1.8,1.65,1.73,0.58,0.47,0.53,0.17,2.6,0.0,NaN,2.31,0.57,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140505,2014-05-05T17:25:00Z,16.7,NaN,NaN,100.0,2.15,2.25,2.2,0.77,0.85,0.81,0.29,5.5,0.0,NaN,0.45,1.7,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140512,2014-05-12T17:22:00Z,18.8,NaN,NaN,100.0,0.49,0.64,0.57,0.13,0.12,0.12,0.16,3.0,0.0,NaN,1.19,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140519,2014-05-19T17:30:00Z,19.2,NaN,NaN,100.0,0.71,0.69,0.7,0.11,0.12,0.11,0.17,5.1,0.0,NaN,0.81,0.21,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140527,2014-05-27T17:40:00Z,20.7,NaN,NaN,100.0,0.74,0.73,0.74,0.15,0.15,0.15,0.16,5.4,0.0,NaN,1.72,0.26,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140602,2014-06-02T17:42:00Z,21.3,NaN,NaN,100.0,0.94,0.91,0.92,0.26,0.26,0.26,0.2,4.7,0.0,NaN,0.92,0.33,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140609,2014-06-09T17:58:00Z,20.5,NaN,NaN,100.0,1.36,1.24,1.3,0.27,0.27,0.27,0.18,6.6,0.0,NaN,0.81,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140616,2014-06-16T16:34:00Z,20.1,NaN,NaN,100.0,1.03,1.19,1.11,0.19,0.12,0.15,0.11,3.2,0.0,NaN,0.98,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140623,2014-06-23T17:48:00Z,21.4,NaN,NaN,100.0,0.82,0.92,0.87,0.27,0.28,0.27,0.16,1.9,0.0,NaN,0.56,0.73,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140630,2014-06-30T17:53:00Z,20.7,NaN,NaN,100.0,2.51,2.51,2.51,0.2,0.34,0.27,0.0,3.2,0.0,NaN,1.13,0.28,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140707,2014-07-07T17:03:00Z,23.4,NaN,NaN,100.0,0.75,0.79,0.77,0.2,0.16,0.18,0.12,2.3,0.0,NaN,0.99,0.27,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140714,2014-07-14T18:03:00Z,22.4,NaN,NaN,100.0,1.98,1.85,1.92,0.51,0.47,0.49,0.13,2.0,0.0,NaN,1.02,0.26,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140721,2014-07-21T16:52:00Z,21.4,NaN,NaN,100.0,1.83,1.77,1.8,0.52,0.41,0.47,0.16,6.0,0.0,NaN,1.15,0.2,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140728,2014-07-28T18:38:00Z,22.5,NaN,NaN,100.0,1.9,2.0,1.95,0.41,0.44,0.43,0.19,3.8,0.0,NaN,1.11,0.29,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140804,2014-08-04T18:15:00Z,23.2,NaN,NaN,100.0,1.3,1.31,1.31,0.32,0.35,0.34,0.12,3.2,0.0,NaN,1.12,0.21,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140811,2014-08-11T17:42:00Z,23.1,NaN,NaN,100.0,1.1,1.15,1.13,0.23,0.2,0.22,0.16,2.2,0.0,NaN,0.99,0.26,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140818,2014-08-18T19:00:00Z,22.8,NaN,NaN,100.0,1.24,1.24,1.24,0.27,0.25,0.26,0.16,2.8,0.0,NaN,1.12,0.29,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140825,2014-08-25T17:25:00Z,22.8,NaN,NaN,100.0,0.92,0.92,0.92,0.26,0.29,0.28,0.13,1.7,0.0,NaN,1.26,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140902,2014-09-02T17:38:00Z,22.3,NaN,NaN,100.0,1.09,1.1,1.09,0.56,0.51,0.53,0.16,2.1,0.0,NaN,0.58,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140908,2014-09-08T17:14:00Z,23.1,NaN,NaN,100.0,0.97,0.97,0.97,0.24,0.28,0.26,0.17,1.6,0.0,NaN,1.25,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140915,2014-09-15T17:19:00Z,24.1,NaN,NaN,100.0,2.08,1.98,2.03,0.41,0.44,0.42,0.19,2.1,0.0,NaN,1.13,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140922,2014-09-22T17:09:00Z,21.9,NaN,NaN,100.0,0.97,0.95,0.96,0.26,0.27,0.27,0.21,2.1,0.0,NaN,1.51,0.21,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20140929,2014-09-29T17:02:00Z,20.0,NaN,NaN,100.0,0.58,0.57,0.57,0.19,0.17,0.18,0.19,2.6,0.0,NaN,0.62,0.28,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141006,2014-10-06T17:31:00Z,23.0,NaN,NaN,100.0,0.83,0.95,0.89,0.33,0.05,0.19,0.16,1.7,0.0,NaN,0.86,0.26,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141013,2014-10-13T17:14:00Z,21.3,NaN,NaN,100.0,0.55,0.54,0.54,0.11,0.17,0.14,0.23,2.4,0.0,NaN,1.41,0.37,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141020,2014-10-20T16:44:00Z,21.4,NaN,NaN,100.0,0.64,0.66,0.65,0.27,0.31,0.29,0.19,1.9,0.0,NaN,0.89,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141027,2014-10-27T17:05:00Z,20.7,NaN,NaN,100.0,0.53,0.53,0.53,0.29,0.35,0.32,0.22,2.6,0.0,NaN,0.83,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141103,2014-11-03T18:30:00Z,20.2,NaN,NaN,100.0,0.53,0.73,0.63,0.45,0.35,0.4,0.22,2.3,0.0,NaN,0.3,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141110,2014-11-10T18:41:00Z,19.0,NaN,NaN,100.0,0.73,0.77,0.75,0.31,0.44,0.37,0.2,2.5,0.0,NaN,1.12,0.21,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141117,2014-11-17T18:43:00Z,19.3,NaN,NaN,100.0,0.95,0.92,0.93,0.38,0.39,0.39,0.21,2.2,0.0,NaN,1.07,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141124,2014-11-24T18:53:00Z,18.5,NaN,NaN,100.0,0.56,0.59,0.58,0.35,0.4,0.37,0.22,2.5,0.0,NaN,0.87,0.52,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141201,2014-12-01T18:50:00Z,18.6,NaN,NaN,100.0,0.43,0.42,0.42,0.18,0.19,0.18,0.2,1.5,0.0,NaN,0.6,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141208,2014-12-08T18:47:00Z,18.3,NaN,NaN,100.0,1.62,1.75,1.68,0.8,0.82,0.81,0.23,2.5,0.0,NaN,0.47,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141215,2014-12-15T18:15:00Z,17.8,NaN,NaN,100.0,0.87,0.84,0.85,0.38,0.44,0.41,0.24,2.2,0.0,NaN,0.87,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141222,2014-12-22T18:50:00Z,17.5,NaN,NaN,100.0,1.25,1.19,1.22,0.85,0.76,0.81,0.23,2.5,0.0,NaN,0.81,0.19,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20141229,2014-12-29T18:40:00Z,16.7,NaN,NaN,100.0,1.25,1.09,1.17,0.43,0.53,0.48,0.21,2.6,0.0,NaN,0.56,0.35,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150105,2015-01-05T19:17:00Z,16.0,NaN,NaN,100.0,0.89,0.93,0.91,0.41,0.39,0.4,0.22,2.4,0.0,NaN,0.54,0.3,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150112,2015-01-12T18:44:00Z,16.4,NaN,NaN,100.0,0.85,0.78,0.81,0.37,0.41,0.39,0.19,2.2,0.0,NaN,0.62,0.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150119,2015-01-19T18:15:00Z,16.4,NaN,NaN,100.0,0.84,0.8,0.82,0.45,0.36,0.4,0.19,2.0,0.0,NaN,0.41,0.34,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150126,2015-01-26T20:09:00Z,16.6,NaN,NaN,100.0,0.54,0.51,0.52,0.21,0.23,0.22,0.22,2.1,0.0,NaN,0.32,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150202,2015-02-02T19:40:00Z,16.8,NaN,NaN,100.0,0.7,0.67,0.69,0.27,0.36,0.32,0.2,2.0,0.0,NaN,0.29,0.6,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150209,2015-02-09T18:25:00Z,16.8,NaN,NaN,100.0,1.31,1.28,1.29,0.54,0.55,0.54,0.2,2.5,0.0,NaN,0.51,0.38,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150217,2015-02-17T18:39:00Z,17.3,NaN,NaN,100.0,0.22,0.21,0.22,0.09,0.11,0.1,0.21,3.5,0.0,NaN,0.42,0.23,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150223,2015-02-23T18:15:00Z,17.0,NaN,NaN,100.0,0.75,0.77,0.76,0.5,0.45,0.48,0.2,1.9,0.0,NaN,0.69,0.46,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150302,2015-03-02T19:09:00Z,16.5,NaN,NaN,100.0,0.68,0.68,0.68,0.49,0.54,0.51,0.22,2.7,0.0,NaN,0.47,0.27,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150309,2015-03-09T17:05:00Z,17.1,NaN,NaN,100.0,0.71,0.77,0.74,0.32,0.11,0.21,0.23,2.4,0.0,NaN,0.73,0.29,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150316,2015-03-16T16:25:00Z,17.2,NaN,NaN,100.0,0.7,0.72,0.71,0.21,0.29,0.25,0.19,2.9,0.0,NaN,0.85,0.27,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150323,2015-03-23T16:40:00Z,17.4,NaN,NaN,100.0,0.94,0.98,0.96,0.35,0.29,0.32,0.2,2.3,0.0,NaN,0.49,0.23,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150330,2015-03-30T16:44:00Z,18.7,NaN,NaN,100.0,1.09,1.09,1.09,0.22,0.16,0.19,0.13,1.2,0.0,NaN,0.64,0.29,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150406,2015-04-06T16:15:00Z,18.5,NaN,NaN,100.0,1.31,1.36,1.33,0.49,0.53,0.51,0.17,1.8,0.0,NaN,0.49,0.18,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150413,2015-04-13T17:19:00Z,17.4,NaN,NaN,100.0,1.02,1.11,1.07,0.32,0.33,0.33,0.2,3.9,0.0,NaN,0.74,0.24,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150420,2015-04-20T16:09:00Z,16.6,NaN,NaN,100.0,1.98,2.11,2.04,0.78,0.83,0.8,0.36,6.5,0.0,NaN,1.0,2.38,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150427,2015-04-27T16:21:00Z,16.9,NaN,NaN,100.0,1.14,1.15,1.14,0.36,0.34,0.35,0.25,3.2,0.0,NaN,1.12,0.59,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150504,2015-05-04T16:43:00Z,18.9,NaN,NaN,100.0,1.6,1.44,1.52,0.61,0.47,0.54,0.19,2.8,0.0,NaN,0.71,0.44,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150511,2015-05-11T16:16:00Z,18.0,NaN,NaN,100.0,1.85,1.85,1.85,0.48,0.66,0.57,0.18,3.4,0.0,NaN,0.55,0.28,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150518,2015-05-18T16:08:00Z,16.7,NaN,NaN,100.0,2.38,2.53,2.46,0.74,0.73,0.74,0.22,4.6,0.0,NaN,0.59,0.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150526,2015-05-26T16:50:00Z,18.6,NaN,NaN,100.0,2.51,2.47,2.49,0.65,0.71,0.68,0.19,3.7,0.0,NaN,0.77,0.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150601,2015-06-01T16:13:00Z,19.4,NaN,NaN,100.0,1.7,1.66,1.68,0.23,0.18,0.21,0.13,5.4,0.0,NaN,0.22,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150608,2015-06-08T16:15:00Z,19.3,NaN,NaN,100.0,1.18,1.15,1.16,0.33,0.33,0.33,0.18,4.8,0.0,NaN,0.38,0.33,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150615,2015-06-15T16:19:00Z,17.8,NaN,NaN,100.0,2.67,2.41,2.54,0.62,0.68,0.65,0.18,4.4,0.0,NaN,0.54,0.35,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150622,2015-06-22T16:35:00Z,20.3,NaN,NaN,100.0,1.18,1.17,1.18,0.33,0.31,0.32,0.17,3.9,0.0,NaN,0.75,0.48,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150629,2015-06-29T16:47:00Z,20.4,NaN,NaN,100.0,1.78,1.78,1.78,0.31,0.4,0.36,0.19,3.5,0.0,NaN,0.55,0.37,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150706,2015-07-06T16:43:00Z,20.9,NaN,NaN,100.0,1.31,1.27,1.29,0.39,0.37,0.38,0.15,3.5,0.0,NaN,0.39,0.27,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150713,2015-07-13T16:40:00Z,21.2,NaN,NaN,100.0,0.67,0.59,0.63,0.49,0.53,0.51,0.29,3.3,0.0,NaN,0.71,0.18,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150720,2015-07-20T17:07:00Z,19.9,NaN,NaN,100.0,1.72,1.59,1.65,0.4,0.38,0.39,0.25,5.2,0.0,NaN,0.37,0.3,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150727,2015-07-27T16:17:00Z,22.6,NaN,NaN,100.0,1.11,1.04,1.07,0.24,0.29,0.27,0.23,5.6,0.0,NaN,0.65,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150803,2015-08-03T16:00:00Z,21.1,NaN,NaN,100.0,1.5,1.5,1.5,0.42,0.49,0.45,0.21,4.0,0.0,NaN,0.32,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150810,2015-08-10T17:17:00Z,21.2,NaN,NaN,100.0,0.96,0.91,0.94,0.45,0.46,0.46,0.22,4.5,0.0,NaN,0.45,0.3,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150817,2015-08-17T16:25:00Z,22.5,NaN,NaN,100.0,1.09,1.08,1.09,0.22,0.22,0.22,0.17,4.0,0.0,NaN,0.48,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150824,2015-08-24T16:11:00Z,23.3,NaN,NaN,100.0,1.36,1.36,1.36,0.3,0.33,0.32,0.19,3.0,0.0,NaN,0.37,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150831,2015-08-31T17:10:00Z,23.8,NaN,NaN,100.0,1.16,1.16,1.16,0.28,0.29,0.29,0.2,3.2,0.0,NaN,0.46,0.41,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20150908,2015-09-08T16:16:00Z,23.9,NaN,NaN,100.0,1.05,1.16,1.1,0.19,0.15,0.17,0.18,3.1,0.0,NaN,0.52,0.13,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
